long,lat,topography,cart_x,cart_y,cart_z
359.7416,-10.1383,-5540.0,6271.4577329035765,-28.28403207100517,-1121.4539303661768
359.7583,-10.1383,-5570.0,6271.465710454799,-26.45608920359976,-1121.4539303661768
359.775,-10.1383,-5594.0,6271.473155215209,-24.628144088623866,-1121.4539303661768
359.7917,-10.1383,-5594.0,6271.480067184175,-22.800196881364535,-1121.4539303661768
359.8083,-10.1383,-5578.0,6271.486409748081,-20.983193545840802,-1121.4539303661768
359.825,-10.1383,-5544.0,6271.492259322819,-19.155242630116536,-1121.4539303661768
359.8416,-10.1383,-5502.0,6271.497545853112,-17.338235915203523,-1121.4539303661768
359.8583,-10.1383,-5462.0,6271.502333031645,-15.510281908467167,-1121.4539303661768
359.875,-10.1383,-5436.0,6271.5065874162565,-13.682326584053095,-1121.4539303661768
359.8916,-10.1383,-5426.0,6271.510288307252,-11.865315947648655,-1121.4539303661768
359.9083,-10.1383,-5436.0,6271.513480293366,-10.037358459339142,-1121.4539303661768
359.925,-10.1383,-5462.0,6271.51613948461,-8.209400118308334,-1121.4539303661768
359.9417,-10.1383,-5500.0,6271.518265880759,-6.381441079849979,-1121.4539303661768
359.9583,-10.1383,-5538.0,6271.519851524754,-4.564427366326016,-1121.4539303661768
359.975,-10.1383,-5570.0,6271.520915520606,-2.736467400748267,-1121.4539303661768
359.9916,-10.1383,-5588.0,6271.52144512576,-0.9194530725329816,-1121.4539303661768
359.5083,-10.1547,-5478.0,6270.9693312018135,-53.8174250156538,-1123.2490070732129
359.525,-10.1547,-5458.0,6270.984750991337,-51.989623418091576,-1123.2490070732129
359.5417,-10.1547,-5432.0,6270.9996380309085,-50.1618174037638,-1123.2490070732129
359.5583,-10.1547,-5408.0,6271.013907950955,-48.34495211203685,-1123.2490070732129
359.575,-10.1547,-5398.0,6271.027732677013,-46.517137754141125,-1123.2490070732129
359.5916,-10.1547,-5404.0,6271.040946642339,-44.70026447566494,-1123.2490070732129
359.6083,-10.1547,-5428.0,6271.053709050211,-42.872442391630244,-1123.2490070732129
359.625,-10.1547,-5460.0,6271.065938702273,-41.044616665366725,-1123.2490070732129
359.6416,-10.1547,-5484.0,6271.07756714173,-39.22773254735148,-1123.2490070732129
359.6583,-10.1547,-5492.0,6271.088734469269,-37.39990002198819,-1123.2490070732129
359.675,-10.1547,-5490.0,6271.099369038024,-35.57206431933125,-1123.2490070732129
359.6917,-10.1547,-5478.0,6271.109470847088,-33.74422559465285,-1123.2490070732129
359.7083,-10.1547,-5474.0,6271.118984181457,-31.927329170700894,-1123.2490070732129
359.725,-10.1547,-5486.0,6271.128023658804,-30.0994848836158,-1123.2490070732129
359.7416,-10.1547,-5514.0,6271.13648102116,-28.28258323742738,-1123.2490070732129
359.7583,-10.1547,-5548.0,6271.144458163736,-26.45473400536356,-1123.2490070732129
359.775,-10.1547,-5576.0,6271.151902542792,-24.62688252584439,-1123.2490070732129
359.7917,-10.1547,-5586.0,6271.158814157698,-22.799028954148955,-1123.2490070732129
359.8083,-10.1547,-5572.0,6271.165156396709,-20.98211869359547,-1123.2490070732129
359.825,-10.1547,-5542.0,6271.171005671806,-19.154261413625065,-1123.2490070732129
359.8416,-10.1547,-5500.0,6271.1762919313,-17.33734777385541,-1123.2490070732129
359.8583,-10.1547,-5458.0,6271.181078864613,-15.509487403031251,-1123.2490070732129
359.875,-10.1547,-5428.0,6271.185333031295,-13.681625714596874,-1123.2490070732129
359.8916,-10.1547,-5414.0,6271.189033732715,-11.864708153536666,-1123.2490070732129
359.9083,-10.1547,-5418.0,6271.192225555321,-10.036844301317693,-1123.2490070732129
359.925,-10.1547,-5444.0,6271.19488461035,-8.208979596421106,-1123.2490070732129
359.9417,-10.1547,-5482.0,6271.197010897575,-6.381114194132696,-1123.2490070732129
359.9583,-10.1547,-5522.0,6271.1985964603455,-4.564193556110586,-1123.2490070732129
359.975,-10.1547,-5552.0,6271.199660401696,-2.7363272267502747,-1123.2490070732129
359.9916,-10.1547,-5576.0,6271.200189979721,-0.9194059740683304,-1123.2490070732129
359.5083,-10.1711,-5508.0,6270.647574102098,-53.8146636979575,-1125.0439917525691
359.525,-10.1711,-5490.0,6270.662993100447,-51.98695588304829,-1125.0439917525691
359.5417,-10.1711,-5462.0,6270.67787937618,-50.15924365160016,-1125.0439917525691
359.5583,-10.1711,-5432.0,6270.692148564052,-48.34247158139543,-1125.0439917525691
359.575,-10.1711,-5412.0,6270.705972580777,-46.51475100680744,-1125.0439917525691
359.5916,-10.1711,-5410.0,6270.719185868107,-44.69797095026326,-1125.0439917525691
359.6083,-10.1711,-5424.0,6270.731947621153,-42.870242649932734,-1125.0439917525691
359.625,-10.1711,-5446.0,6270.744176645725,-41.042510707560254,-1125.0439917525691
359.6416,-10.1711,-5466.0,6270.755804488536,-39.225719812033184,-1125.0439917525691
359.6583,-10.1711,-5474.0,6270.7669712430925,-37.397981070909786,-1125.0439917525691
359.675,-10.1711,-5468.0,6270.7776052661975,-35.570239152655766,-1125.0439917525691
359.6917,-10.1711,-5454.0,6270.787706556949,-33.74249421253534,-1125.0439917525691
359.7083,-10.1711,-5448.0,6270.797219403197,-31.925691011702966,-1125.0439917525691
359.725,-10.1711,-5458.0,6270.806258416738,-30.09794050946125,-1125.0439917525691
359.7416,-10.1711,-5490.0,6270.8147153451555,-28.281132086660357,-1125.0439917525691
359.7583,-10.1711,-5526.0,6270.822692078433,-26.453376639693634,-1125.0439917525691
359.775,-10.1711,-5560.0,6270.830136075526,-24.62561894538688,-1125.0439917525691
359.7917,-10.1711,-5576.0,6270.837047335803,-22.797859159011207,-1125.0439917525691
359.8083,-10.1711,-5566.0,6270.8433892494,-20.981042122287242,-1125.0439917525691
359.825,-10.1711,-5540.0,6270.849238224377,-19.153278627826868,-1125.0439917525691
359.8416,-10.1711,-5498.0,6270.854524212638,-17.336458212060116,-1125.0439917525691
359.8583,-10.1711,-5460.0,6270.859310900338,-15.508691626904577,-1125.0439917525691
359.875,-10.1711,-5424.0,6270.863564848744,-13.680923724206423,-1125.0439917525691
359.8916,-10.1711,-5404.0,6270.867265360284,-11.86409938735032,-1125.0439917525691
359.9083,-10.1711,-5401.0,6270.870457019121,-10.03632932097859,-1125.0439917525691
359.925,-10.1711,-5426.0,6270.873115937717,-8.208558401972995,-1125.0439917525691
359.9417,-10.1711,-5464.0,6270.875242115843,-6.380786785611361,-1125.0439917525691
359.9583,-10.1711,-5500.0,6270.876827597262,-4.563959371951233,-1125.0439917525691
359.975,-10.1711,-5534.0,6270.877891484021,-2.736186828565265,-1125.0439917525691
359.9916,-10.1711,-5558.0,6270.878421034874,-0.9193588002768391,-1125.0439917525691
359.5083,-10.1875,-5530.0,6270.325303248848,-53.81189797123114,-1126.838884257183
359.525,-10.1875,-5514.0,6270.3407214547615,-51.98428408871887,-1126.838884257183
359.5417,-10.1875,-5482.0,6270.355606965435,-50.15666578989467,-1126.838884257183
359.5583,-10.1875,-5450.0,6270.369875419963,-48.339987090060106,-1126.838884257183
359.575,-10.1875,-5422.0,6270.383698726222,-46.512360448524824,-1126.838884257183
359.5916,-10.1875,-5412.0,6270.396911334476,-44.69567376276127,-1126.838884257183
359.6083,-10.1875,-5418.0,6270.40967243165,-42.8680393958805,-1126.838884257183
359.625,-10.1875,-5434.0,6270.421900827728,-41.040401387144954,-1126.838884257183
359.6416,-10.1875,-5450.0,6270.433528072944,-39.22370386295556,-1126.838884257183
359.6583,-10.1875,-5460.0,6270.4446942536,-37.396059055818505,-1126.838884257183
359.675,-10.1875,-5452.0,6270.455327730185,-35.56841107171412,-1126.838884257183
359.6917,-10.1875,-5440.0,6270.465428501796,-33.740760065898634,-1126.838884257183
359.7083,-10.1875,-5434.0,6270.474940859145,-31.924050237036344,-1126.838884257183
359.725,-10.1875,-5442.0,6270.483979408139,-30.09639366938542,-1126.838884257183
359.7416,-10.1875,-5470.0,6270.492435901924,-28.27967861882299,-1126.838884257183
359.7583,-10.1875,-5510.0,6270.500412225249,-26.452017106701188,-1126.838884257183
359.775,-10.1875,-5548.0,6270.507855839768,-24.62435334735485,-1126.838884257183
359.7917,-10.1875,-5568.0,6270.514766744851,-22.796687496047117,-1126.838884257183
359.8083,-10.1875,-5566.0,6270.521108332516,-20.97996383200432,-1126.838884257183
359.825,-10.1875,-5542.0,6270.526957006892,-19.15229427280245,-1126.838884257183
359.8416,-10.1875,-5504.0,6270.532242723488,-17.335567229890525,-1126.838884257183
359.8583,-10.1875,-5464.0,6270.5370291651825,-15.507894580152337,-1126.838884257183
359.875,-10.1875,-5426.0,6270.541282894963,-13.680220612939248,-1126.838884257183
359.8916,-10.1875,-5404.0,6270.544983216321,-11.863489649139487,-1126.838884257183
359.9083,-10.1875,-5400.0,6270.548174711127,-10.035813518364021,-1126.838884257183
359.925,-10.1875,-5418.0,6270.550833493071,-8.208136534998511,-1126.838884257183
359.9417,-10.1875,-5450.0,6270.552959561926,-6.3804588543128,-1126.838884257183
359.9583,-10.1875,-5482.0,6270.554544961861,-4.563724813867142,-1126.838884257183
359.975,-10.1875,-5512.0,6270.555608793944,-2.73604620620474,-1126.838884257183
359.9916,-10.1875,-5540.0,6270.556138317582,-0.9193115511623727,-1126.838884257183
359.5083,-10.2039,-5548.0,6270.00251866847,-53.809127835701325,-1128.6336844399991
359.525,-10.2039,-5530.0,6270.017936080682,-51.981608035322225,-1128.6336844399991
359.5417,-10.2039,-5498.0,6270.032820825078,-50.154083818858524,-1128.6336844399991
359.5583,-10.2039,-5460.0,6270.047088545092,-48.33749863823444,-1128.6336844399991
359.575,-10.2039,-5428.0,6270.060911139753,-46.50996607948913,-1128.6336844399991
359.5916,-10.2039,-5410.0,6270.074123067847,-44.69337291334716,-1128.6336844399991
359.6083,-10.2039,-5412.0,6270.086883508104,-42.86583262965405,-1128.6336844399991
359.625,-10.2039,-5426.0,6270.099111274687,-41.03828870429364,-1128.6336844399991
359.6416,-10.2039,-5442.0,6270.1107379213545,-39.22168470028377,-1128.6336844399991
359.6583,-10.2039,-5450.0,6270.121903527196,-37.39413397687182,-1128.6336844399991
359.675,-10.2039,-5446.0,6270.13253645639,-35.56658007665608,-1128.6336844399991
359.6917,-10.2039,-5434.0,6270.142636708032,-33.7390231548848,-1128.6336844399991
359.7083,-10.2039,-5428.0,6270.152148575703,-31.922406846835454,-1128.6336844399991
359.725,-10.2039,-5436.0,6270.161186659409,-30.094844363515044,-1128.6336844399991
359.7416,-10.2039,-5464.0,6270.16964271787,-28.278222834034363,-1128.6336844399991
359.7583,-10.2039,-5504.0,6270.177618630589,-26.450655406497606,-1128.6336844399991
359.775,-10.2039,-5542.0,6270.185061861925,-24.623085731852,-1128.6336844399991
359.7917,-10.2039,-5564.0,6270.191972411247,-22.795513965352686,-1128.6336844399991
359.8083,-10.2039,-5566.0,6270.198313672458,-20.978883822835037,-1128.6336844399991
359.825,-10.2039,-5544.0,6270.204162045757,-19.15130834863247,-1128.6336844399991
359.8416,-10.2039,-5508.0,6270.209447490253,-17.334674827419633,-1128.6336844399991
359.8583,-10.2039,-5468.0,6270.214233685551,-15.507096262839834,-1128.6336844399991
359.875,-10.2039,-5430.0,6270.218487196357,-13.679516380852956,-1128.6336844399991
359.8916,-10.2039,-5406.0,6270.22218732723,-11.862878938954125,-1128.6336844399991
359.9083,-10.2039,-5401.0,6270.225378657744,-10.035296893516247,-1128.6336844399991
359.925,-10.2039,-5414.0,6270.228037302819,-8.207713995532213,-1128.6336844399991
359.9417,-10.2039,-5438.0,6270.2301632622275,-6.3801304002638775,-1128.6336844399991
359.9583,-10.2039,-5466.0,6270.231748580549,-4.56348988187753,-1128.6336844399991
359.975,-10.2039,-5498.0,6270.232812357867,-2.735905359680221,-1128.6336844399991
359.9916,-10.2039,-5528.0,6270.233341854247,-0.9192642267288021,-1128.6336844399991
359.5083,-10.2203,-5562.0,6269.679220387407,-53.80635329159501,-1130.4283921539693
359.525,-10.2203,-5544.0,6269.694637004656,-51.97892772307759,-1130.4283921539693
359.5417,-10.2203,-5512.0,6269.709520981554,-50.15149773870327,-1130.4283921539693
359.5583,-10.2203,-5470.0,6269.723787965887,-48.33500622612232,-1130.4283921539693
359.575,-10.2203,-5434.0,6269.737609847818,-46.50756789989654,-1130.4283921539693
359.5916,-10.2203,-5412.0,6269.750821094668,-44.691068402209446,-1130.4283921539693
359.6083,-10.2203,-5408.0,6269.763580876962,-42.86362235143419,-1130.4283921539693
359.625,-10.2203,-5420.0,6269.775808013049,-41.03617265917941,-1130.4283921539693
359.6416,-10.2203,-5436.0,6269.787434060215,-39.21966232418325,-1130.4283921539693
359.6583,-10.2203,-5446.0,6269.798599090328,-37.392205834227454,-1130.4283921539693
359.675,-10.2203,-5448.0,6269.809231471259,-35.564746167631675,-1130.4283921539693
359.6917,-10.2203,-5440.0,6269.819331202105,-33.73728347963615,-1130.4283921539693
359.7083,-10.2203,-5436.0,6269.828842579318,-31.92076084123494,-1130.4283921539693
359.725,-10.2203,-5446.0,6269.837880196997,-30.09329259197706,-1130.4283921539693
359.7416,-10.2203,-5474.0,6269.84633581944,-28.276764732413746,-1130.4283921539693
359.7583,-10.2203,-5510.0,6269.854311320899,-26.449291539194455,-1130.4283921539693
359.775,-10.2203,-5544.0,6269.8617541684425,-24.62181609898218,-1130.4283921539693
359.7917,-10.2203,-5566.0,6269.868664361437,-22.79433856702406,-1130.4283921539693
359.8083,-10.2203,-5566.0,6269.875005295677,-20.97780209486789,-1130.4283921539693
359.825,-10.2203,-5544.0,6269.880853367416,-19.15032085539769,-1130.4283921539693
359.8416,-10.2203,-5508.0,6269.886138539381,-17.333781004720553,-1130.4283921539693
359.8583,-10.2203,-5466.0,6269.8909244878905,-15.506296675032473,-1130.4283921539693
359.875,-10.2203,-5432.0,6269.8951777793745,-13.678811028005246,-1130.4283921539693
359.8916,-10.2203,-5408.0,6269.898877719458,-11.862267256844271,-1130.4283921539693
359.9083,-10.2203,-5404.0,6269.902068885418,-10.034779446477595,-1130.4283921539693
359.925,-10.2203,-5414.0,6269.904727393406,-8.207290783608725,-1130.4283921539693
359.9417,-10.2203,-5436.0,6269.906853243195,-6.379801423491505,-1130.4283921539693
359.9583,-10.2203,-5462.0,6269.9084384797725,-4.563254576001645,-1130.4283921539693
359.975,-10.2203,-5490.0,6269.90950220224,-2.7357642890032476,-1130.4283921539693
359.9916,-10.2203,-5524.0,6269.910031671317,-0.9192168269800048,-1130.4283921539693
359.5083,-10.2367,-5584.0,6269.3554084321495,-53.80357433913952,-1132.2230072520538
359.525,-10.2367,-5564.0,6269.370824253172,-51.976243152204574,-1132.2230072520538
359.5417,-10.2367,-5530.0,6269.385707461353,-50.148907549640796,-1132.2230072520538
359.5583,-10.2367,-5484.0,6269.399973708834,-48.33250985392794,-1132.2230072520538
359.575,-10.2367,-5444.0,6269.413794876902,-46.505165909943535,-1132.2230072520538
359.5916,-10.2367,-5414.0,6269.427005441427,-44.68876022953694,-1132.2230072520538
359.6083,-10.2367,-5406.0,6269.439764564713,-42.861408561402015,-1132.2230072520538
359.625,-10.2367,-5416.0,6269.451991069302,-41.034053251975635,-1132.2230072520538
359.6416,-10.2367,-5432.0,6269.463616516014,-39.217636734819685,-1132.2230072520538
359.6583,-10.2367,-5448.0,6269.474780969484,-37.39027462804338,-1132.2230072520538
359.675,-10.2367,-5452.0,6269.485412801281,-35.562909344791144,-1132.2230072520538
359.6917,-10.2367,-5450.0,6269.495512010502,-33.73554104029522,-1132.2230072520538
359.7083,-10.2367,-5452.0,6269.505022896479,-31.919112220369666,-1132.2230072520538
359.725,-10.2367,-5464.0,6269.514060047389,-30.091738354898606,-1132.2230072520538
359.7416,-10.2367,-5492.0,6269.522515233123,-28.275304314080607,-1132.2230072520538
359.7583,-10.2367,-5522.0,6269.530490322669,-26.447925504903477,-1132.2230072520538
359.775,-10.2367,-5550.0,6269.537932785809,-24.62054444884941,-1132.2230072520538
359.7917,-10.2367,-5566.0,6269.544842621912,-22.79316130115754,-1132.2230072520538
359.8083,-10.2367,-5560.0,6269.551183228658,-20.976718648191504,-1132.2230072520538
359.825,-10.2367,-5536.0,6269.557030998361,-19.149331793179034,-1132.2230072520538
359.8416,-10.2367,-5498.0,6269.562315897361,-17.332885761866518,-1132.2230072520538
359.8583,-10.2367,-5458.0,6269.567101598689,-15.505495816795769,-1132.2230072520538
359.875,-10.2367,-5424.0,6269.571354670502,-13.678104554453908,-1132.2230072520538
359.8916,-10.2367,-5401.0,6269.575054419493,-11.861654602860039,-1132.2230072520538
359.9083,-10.2367,-5404.0,6269.578245420639,-10.03426117729046,-1132.2230072520538
359.925,-10.2367,-5418.0,6269.580903791322,-8.206866899262717,-1132.2230072520538
359.9417,-10.2367,-5438.0,6269.583029531316,-6.379471924022636,-1132.2230072520538
359.9583,-10.2367,-5462.0,6269.584614686021,-4.563018896258766,-1132.2230072520538
359.975,-10.2367,-5490.0,6269.58567835355,-2.735622994185378,-1132.2230072520538
359.9916,-10.2367,-5528.0,6269.586207795282,-0.9191693519198643,-1132.2230072520538
359.5083,-10.2531,-5612.0,6269.031082829226,-53.800790978562524,-1134.0175295872195
359.525,-10.2531,-5592.0,6269.046497852758,-51.973554322923114,-1134.0175295872195
359.5417,-10.2531,-5552.0,6269.061380291003,-50.146313251883306,-1134.0175295872195
359.5583,-10.2531,-5506.0,6269.075645800464,-48.330009521855814,-1134.0175295872195
359.575,-10.2531,-5460.0,6269.0894662535375,-46.5027601098269,-1134.0175295872195
359.5916,-10.2531,-5426.0,6269.102676134655,-44.686448395518745,-1134.0175295872195
359.6083,-10.2531,-5410.0,6269.115434597887,-42.859191259738886,-1134.0175295872195
359.625,-10.2531,-5414.0,6269.127660469975,-41.03193048285594,-1134.0175295872195
359.6416,-10.2531,-5430.0,6269.139285315281,-39.21560793235904,-1134.0175295872195
359.6583,-10.2531,-5446.0,6269.150449191193,-37.38834035847781,-1134.0175295872195
359.675,-10.2531,-5458.0,6269.161080472985,-35.56106960828499,-1134.0175295872195
359.6917,-10.2531,-5464.0,6269.171179159755,-33.733795837004756,-1134.0175295872195
359.7083,-10.2531,-5472.0,6269.180689553716,-31.917460984374692,-1134.0175295872195
359.725,-10.2531,-5488.0,6269.189726237117,-30.09018165240701,-1134.0175295872195
359.7416,-10.2531,-5510.0,6269.198180985448,-28.27384157915459,-1134.0175295872195
359.7583,-10.2531,-5536.0,6269.206155662428,-26.446557303736586,-1134.0175295872195
359.775,-10.2531,-5556.0,6269.213597740555,-24.619270781557884,-1134.0175295872195
359.7917,-10.2531,-5560.0,6269.220507219199,-22.791982167849575,-1134.0175295872195
359.8083,-10.2531,-5548.0,6269.226847497934,-20.975633482894636,-1134.0175295872195
359.825,-10.2531,-5520.0,6269.232694965121,-19.14834116205752,-1134.0175295872195
359.8416,-10.2531,-5480.0,6269.237979590723,-17.33198909893087,-1134.0175295872195
359.8583,-10.2531,-5440.0,6269.242765044477,-15.50469368819533,-1134.0175295872195
359.875,-10.2531,-5412.0,6269.24701789627,-13.67739696025682,-1134.0175295872195
359.8916,-10.2531,-5400.0,6269.250717453868,-11.861040977051623,-1134.0175295872195
359.9083,-10.2531,-5408.0,6269.253908289937,-10.033742085997304,-1134.0175295872195
359.925,-10.2531,-5424.0,6269.256566523097,-8.20644234252892,-1134.0175295872195
359.9417,-10.2531,-5444.0,6269.258692153123,-6.379141901884266,-1134.0175295872195
359.9583,-10.2531,-5468.0,6269.260277225824,-4.562782842668202,-1134.0175295872195
359.975,-10.2531,-5500.0,6269.261340838328,-2.7354814752381875,-1134.0175295872195
359.9916,-10.2531,-5540.0,6269.26187025267,-0.9191218015522699,-1134.0175295872195
359.5083,-10.2695,-5650.0,6268.706243605208,-53.79800321009208,-1135.811959012442
359.525,-10.2695,-5628.0,6268.7216578299885,-51.97086123545352,-1135.811959012442
359.5417,-10.2695,-5584.0,6268.7365394970775,-50.14371484564335,-1135.811959012442
359.5583,-10.2695,-5532.0,6268.75080426735,-48.32750523011082,-1135.811959012442
359.575,-10.2695,-5480.0,6268.764624004296,-46.50035049974376,-1135.811959012442
359.5916,-10.2695,-5438.0,6268.777833200924,-44.684132900344274,-1135.811959012442
359.6083,-10.2695,-5418.0,6268.790591003057,-42.856970446626484,-1135.811959012442
359.625,-10.2695,-5414.0,6268.802816241643,-41.02980435199427,-1135.811959012442
359.6416,-10.2695,-5428.0,6268.81444048459,-39.21357591696754,-1135.811959012442
359.6583,-10.2695,-5446.0,6268.825603782028,-37.38640302568924,-1135.811959012442
359.675,-10.2695,-5462.0,6268.836234512945,-35.55922695826393,-1135.811959012442
359.6917,-10.2695,-5474.0,6268.846332676438,-33.73204786990776,-1135.811959012442
359.7083,-10.2695,-5488.0,6268.855842577603,-31.915807133385318,-1135.811959012442
359.725,-10.2695,-5506.0,6268.864878792754,-30.08862248462983,-1135.811959012442
359.7416,-10.2695,-5524.0,6268.87333310299,-28.272376527755544,-1135.811959012442
359.7583,-10.2695,-5542.0,6268.88130736675,-26.445186935805886,-1135.811959012442
359.775,-10.2695,-5552.0,6268.888749059254,-24.61799509721195,-1135.811959012442
359.7917,-10.2695,-5548.0,6268.895658179874,-22.79080116719678,-1135.811959012442
359.8083,-10.2695,-5526.0,6268.901998130078,-20.97454659906621,-1135.811959012442
